01,79022345678,1724342230,1724344719
01,79078901234,1724584070,1724585537
01,79055678901,1722512941,1722513743
02,79090123456,1723165082,1723166039
01,79044567890,1722857550,1722858402
01,79045678901,1723916888,1723917590
02,79090123456,1722850487,1722853405
02,79089012345,1724307056,1724308104
01,79090123456,1723325654,1723329111
01,79066789012,1724930080,1724931683
01,79034567890,1723229623,1723229641
02,79023456789,1725001533,1725002660
01,79034567890,1723239889,1723241448
02,79090123456,1724912717,1724913172
02,79067890123,1723370873,1723372571
02,79055678901,1724135112,1724136353
02,79067890123,1724840594,1724841517
02,79056789012,1724389343,1724391183
02,79033456789,1723466672,1723467391
01,79012345678,1722803469,1722803867
02,79012345678,1722675986,1722678074
01,79055678901,1723642595,1723643465
01,79055678901,1722505450,1722508146
01,79078901234,1722780895,1722782040
02,79067890123,1724409214,1724411860
01,79033456789,1724488169,1724488782
02,79034567890,1722945346,1722947768
01,79044567890,1724656696,1724659246
02,79090123456,1723155100,1723158666
02,79056789012,1723263794,1723266811
01,79056789012,1724011028,1724011242
01,79012345678,1723058965,1723059252
01,79033456789,1722992417,1722993269
02,79067890123,1723783507,1723784240
01,79067890123,1723233518,1723235624
01,79055678901,1723537386,1723537827
01,79055678901,1724573628,1724575810
02,79033456789,1722911722,1722913603
02,79045678901,1724965702,1724967142
01,79023456789,1723013587,1723016353
02,79090123456,1724914741,1724917471
02,79045678901,1724767574,1724770532
02,79034567890,1724647016,1724649284
01,79044567890,1723601103,1723604559
02,79034567890,1723866394,1723867703
01,79078901234,1724334035,1724335819
01,79044567890,1722975593,1722976801
02,79055678901,1724338655,1724341024
01,79012345678,1723654440,1723657893
02,79011234567,1724474274,1724477755
02,79055678901,1723338956,1723341709
01,79022345678,1723616420,1723617294
01,79089012345,1723797525,1723799382
01,79066789012,1723457760,1723458133
02,79067890123,1724714362,1724715199
01,79066789012,1723365396,1723365986
02,79055678901,1724789953,1724792632
01,79066789012,1724081801,1724084064
02,79022345678,1722703453,1722705325
02,79044567890,1723509521,1723510386
01,79066789012,1724065313,1724068292
02,79033456789,1724516585,1724519311
02,79078901234,1723784329,1723787895
02,79044567890,1724577870,1724579297
02,79078901234,1723029163,1723029692
02,79012345678,1722562637,1722563929
01,79055678901,1724144925,1724146830
