01,79078901234,1708541407,1708544723
01,79022345678,1707484049,1707484572
02,79044567890,1707822625,1707823917
02,79044567890,1707433972,1707435532
02,79056789012,1707613517,1707614417
01,79022345678,1707347348,1707350419
02,79044567890,1708637293,1708638592
02,79056789012,1708034258,1708034350
02,79045678901,1709008303,1709011769
02,79045678901,1706845042,1706847099
01,79012345678,1708841396,1708842528
01,79067890123,1707654196,1707657334
01,79055678901,1708975769,1708979037
01,79055678901,1706734873,1706737192
01,79090123456,1708732161,1708733508
02,79022345678,1707328910,1707330281
01,79045678901,1708886972,1708890257
01,79055678901,1707336354,1707337137
01,79067890123,1707712241,1707714023
02,79066789012,1708681809,1708684665
02,79022345678,1708511766,1708514703
02,79023456789,1709124168,1709126156
02,79045678901,1707326392,1707329054
01,79034567890,1708863843,1708867250
01,79034567890,1707869034,1707872473
02,79067890123,1706777852,1706778350
02,79012345678,1706760577,1706762803
02,79089012345,1708622080,1708625618
01,79067890123,1708827486,1708830922
02,79033456789,1706859248,1706860917
01,79022345678,1708128384,1708128663
01,79055678901,1707649507,1707649721
02,79078901234,1707311119,1707312753
02,79044567890,1709109208,1709112691
02,79056789012,1709147254,1709150803
01,79045678901,1708909517,1708911030
02,79067890123,1709148227,1709150261
01,79090123456,1709053451,1709056085
01,79011234567,1707398187,1707400276
02,79023456789,1707771793,1707772742
01,79033456789,1706893242,1706893542
01,79022345678,1707571440,1707572227
01,79089012345,1707206639,1707209234
02,79033456789,1707481861,1707483247
02,79012345678,1708505092,1708507357
01,79044567890,1709042986,1709044407
01,79011234567,1709058274,1709060125
01,79012345678,1707036212,1707037429
02,79067890123,1708857780,1708859374
01,79033456789,1708112050,1708113512
01,79045678901,1707363278,1707363859
01,79044567890,1706743666,1706746069
02,79078901234,1708488448,1708490936
02,79089012345,1706860051,1706861359
02,79090123456,1706852506,1706853808
02,79089012345,1708000876,1708002364
02,79089012345,1707926630,1707928934
02,79022345678,1706829739,1706831965
01,79044567890,1708985558,1708985688
01,79055678901,1708887462,1708889130
02,79089012345,1707489979,1707492748
02,79067890123,1708576750,1708576867
02,79089012345,1708678078,1708678810
01,79090123456,1708353450,1708356615
02,79012345678,1708498151,1708500372
01,79044567890,1707729113,1707729551
01,79034567890,1707981145,1707984378
02,79078901234,1708292513,1708294097
01,79056789012,1708335731,1708338372
02,79022345678,1707919795,1707920588
01,79034567890,1707748060,1707751221
02,79011234567,1707740904,1707741114
01,79033456789,1708255102,1708257944
01,79034567890,1708166183,1708167418
01,79023456789,1707551814,1707555273
02,79089012345,1708605956,1708608495
02,79056789012,1707385331,1707385568
01,79022345678,1706877588,1706878958
