01,79023456789,1721187563,1721190172
01,79034567890,1722237997,1722238033
02,79034567890,1719973799,1719974913
01,79044567890,1721968039,1721968115
02,79033456789,1720587631,1720590031
01,79034567890,1719933978,1719934161
01,79012345678,1721153335,1721153356
02,79089012345,1721301489,1721303417
01,79066789012,1720156666,1720158841
02,79045678901,1720054089,1720054731
02,79022345678,1720287963,1720291376
02,79045678901,1720387550,1720388202
02,79023456789,1721362603,1721363579
02,79055678901,1721044606,1721046504
01,79022345678,1720012778,1720016097
02,79090123456,1722003848,1722007397
02,79067890123,1719850171,1719851784
02,79078901234,1719817498,1719817612
01,79044567890,1721903112,1721904017
01,79078901234,1721775851,1721778947
02,79089012345,1720889186,1720891829
01,79012345678,1720390357,1720392437
01,79067890123,1721220057,1721221282
01,79066789012,1722157439,1722159428
01,79044567890,1721632484,1721632920
02,79044567890,1722031115,1722033044
01,79056789012,1721823880,1721826665
02,79055678901,1721702398,1721703598
02,79045678901,1719968586,1719968746
02,79055678901,1721145249,1721146993
02,79055678901,1720070410,1720071907
01,79011234567,1721521745,1721525213
02,79011234567,1720697383,1720699343
02,79022345678,1719865540,1719868053
02,79023456789,1721179891,1721180021
02,79055678901,1722328155,1722330228
01,79067890123,1721961122,1721964554
02,79090123456,1721106893,1721107681
02,79045678901,1721902979,1721904485
02,79022345678,1722037589,1722040722
02,79044567890,1721562994,1721563705
01,79066789012,1721838295,1721838555
01,79089012345,1721202183,1721205711
01,79033456789,1721932604,1721935459
02,79023456789,1721310392,1721313277
02,79078901234,1721097599,1721098245
01,79067890123,1721328627,1721329561
01,79066789012,1722197436,1722197811
01,79056789012,1721797551,1721801080
01,79034567890,1720762026,1720765177
02,79034567890,1720057221,1720058067
01,79055678901,1721438940,1721439005
